0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Corpus,Model,method,Dim. size,Similarity,,,,,,,,,,,,,,,,,,,,,,,,Concreteness,,
,,,,usf,,ws353,,men,,vis_sim,,sem_sim,,simlex,,simlex-q1,,simlex-q2,,simlex-q3,,simlex-q4,,mturk771,,rw,,mean,std,words_with_embedding
,,,,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,used_pairs,all_entities,,,
ade,word2vec,skip-gram,20,235,0.03246717070632696,101,0.1558063345956951,309,0.04724227055812909,201,0.005085484116736649,79,0.08594572561401102,113,0.04578186719745672,412,0.10809889312730667,61,-0.016104507525007982,91,-0.0028588720627661444,75,0.05854359535795813,82,0.02887854822048214,113,0.18810158627530038,0.17627921333623076,0.06148365137790279,1285
ade,word2vec,skip-gram,50,235,0.0019339842368535328,101,0.13436039351228019,309,0.061921309208910605,201,-0.015124918468666919,79,0.08119868794378524,113,0.07059355172817564,412,0.12339047321911167,61,0.025095529788559234,91,0.013498017120859651,75,0.10957540010862538,82,-0.01761232228448553,113,0.2150576514699647,0.1660530391938404,0.06102053155451467,1285
ade,word2vec,skip-gram,100,235,-0.020671854939985253,101,0.14019657845676192,309,0.04603728698964727,201,0.005026367765481356,79,0.055625543981876566,113,0.09439180735678454,412,0.11019189945357027,61,0.01089500344877387,91,-0.0450650612902329,75,0.11843874395018258,82,-0.03482189059831224,113,0.16034022233255435,0.15440667386584456,0.05799820375137111,1285
bioinfert,fasttext,cbow,20,41,0.09796061998231834,15,-0.008936554059963471,35,-0.1102395304273619,31,0.06916717220687706,5,0.19999999999999998,19,0.2133970042546463,24,0.1266870910709096,6,0.5428571428571429,13,-0.3736263736263736,12,-0.32867132867132864,4,0.39999999999999997,19,0.22292999934397384,-0.05889934824492245,0.03318094351049524,450
bioinfert,fasttext,cbow,50,41,-0.004706293130823123,15,-0.10723864871956167,35,0.045244432437151066,31,0.018753781385538095,5,0.0,19,0.1382441462345317,24,0.1571616490604755,6,0.5428571428571429,13,-0.2912087912087912,12,-0.07692307692307693,4,0.39999999999999997,19,0.15503253761484476,-0.05418371225171277,0.0343075425132556,450
bioinfert,fasttext,cbow,100,41,-0.016123411651894032,15,-0.2716712434228895,35,-0.03011626307736062,31,0.02339181334110128,5,0.39999999999999997,19,0.19947980832499546,24,0.210709800956427,6,0.5428571428571429,13,-0.23626373626373626,12,-0.2867132867132868,4,0.39999999999999997,19,0.15503253761484476,-0.05048562538769943,0.031022039988411586,450
bioinfert,fasttext,skip-gram,20,41,-0.034164201986716006,15,-0.02323504055590503,35,0.06933744289903956,31,0.25247026123326555,5,0.19999999999999998,19,0.08999786701174212,24,0.04092297787170275,6,0.4285714285714286,13,0.12637362637362637,12,-0.1328671328671329,4,0.6000000000000001,19,0.19124451720371355,-0.028904870631958013,0.039760859433973984,450
bioinfert,fasttext,skip-gram,50,41,0.004009064518849327,15,-0.2252011623110795,35,0.019890741195280035,31,0.2516636469801241,5,0.19999999999999998,19,0.17071760340371703,24,0.08881156899816343,6,0.3714285714285715,13,0.21978021978021978,12,-0.07692307692307693,4,0.39999999999999997,19,0.224061623706126,-0.03701459927922466,0.02705112322769893,450
bioinfert,fasttext,skip-gram,100,41,-0.008279589767188827,15,-0.13047368927546668,35,0.037960499041696405,31,0.310546487459448,5,0.6,19,-0.12803820255278778,24,0.1845887512510848,6,0.4285714285714286,13,0.19230769230769232,12,-0.11188811188811189,4,0.0,19,-0.027158984691651632,-0.04710247006186878,0.01852086318042801,450
bioinfert,glove,,20,41,0.15339029463423512,15,-0.08757822978764203,35,-0.2983611179292005,31,0.10042347451610723,5,-0.19999999999999998,19,0.18463479933336788,24,0.13800621260989124,6,0.6,13,-0.38461538461538464,12,-0.39860139860139865,4,-0.39999999999999997,19,0.10410944131799793,-0.03240763410242335,0.02038973976768447,450
bioinfert,glove,,50,41,0.15182153025729409,15,0.007149243247970777,35,-0.3968342944100587,31,0.05323654070733395,5,0.09999999999999999,19,0.0964925584455792,24,0.07966920160129366,6,0.7142857142857143,13,-0.510989010989011,12,-0.5174825174825175,4,-0.39999999999999997,19,0.037343603951020994,-0.03820284660566671,0.011895220054162499,450
bioinfert,glove,,100,41,0.16716055972071758,15,-0.0017873108119926943,35,-0.37484241858147443,31,0.0429522089797808,5,-0.19999999999999998,19,0.08907005394976542,24,0.09882463805187794,6,0.7142857142857143,13,-0.532967032967033,12,-0.5384615384615385,4,-0.39999999999999997,19,-0.003394873086456454,-0.04127480745392416,0.010557575955244007,450
bioinfert,word2vec,cbow,20,41,0.4044797485212984,15,0.24307427043100643,35,0.232525566085668,31,0.004839685518848541,5,0.49999999999999994,19,-0.02783439185930169,24,-0.24466716557337181,6,0.7714285714285715,13,0.23626373626373626,12,-0.1258741258741259,4,0.39999999999999997,19,-0.06110771555621618,-0.05355642664742941,0.046264828054995225,450
bioinfert,word2vec,cbow,50,41,0.30120276037267985,15,0.1251117568394886,35,0.18980249520848202,31,0.18289978189981776,5,-0.49999999999999994,19,0.15958384665999636,24,-0.24814997220075075,6,0.2571428571428572,13,0.3516483516483516,12,-0.17482517482517487,4,0.39999999999999997,19,0.0056581218107607575,-0.048415903924691195,0.042814206411053386,450
bioinfert,word2vec,cbow,100,41,0.25579574701788643,15,0.05898125679575892,35,0.22187981727692657,31,0.07441016485229632,5,-0.09999999999999999,19,0.15123352910220586,24,-0.25119742799970735,6,0.7142857142857143,13,0.19780219780219782,12,-0.08391608391608392,4,0.39999999999999997,19,0.06902908609128124,-0.04956839508555024,0.03724598891471044,450
bioinfert,word2vec,skip-gram,20,41,0.11216665295128445,15,0.15192141901937903,35,0.27917075494502186,31,0.24420246513856597,5,-0.3,19,0.11226538049918348,24,-0.10579025130663586,6,0.942857142857143,13,0.14835164835164835,12,0.37762237762237766,4,0.39999999999999997,19,0.014711116707977968,-0.016626260831605944,0.013754892443145554,450
bioinfert,word2vec,skip-gram,50,41,0.026930455137487867,15,0.20554074337915984,35,0.2585796355386405,31,0.22948175501873494,5,-0.9999999999999999,19,0.11319319356116021,24,-0.18154129545212822,6,0.8857142857142858,13,-0.016483516483516484,12,0.44755244755244755,4,0.39999999999999997,19,0.03508035522671669,-0.028738940402595458,0.014405235679619778,450
bioinfert,word2vec,skip-gram,100,41,0.14702808354997424,15,0.23235040555905026,35,0.3499089542662643,31,0.2550917575559752,5,-0.09999999999999999,19,0.1521613421641826,24,-0.2520681296565521,6,0.942857142857143,13,0.41208791208791207,12,0.4755244755244756,4,0.39999999999999997,19,0.10184619259369362,-0.03532464016535415,0.012849272592485507,450
chemprot,fasttext,cbow,20,60,0.04793730690016542,20,-0.08424220227189026,55,0.3298217773215377,51,0.2537850608848773,19,-0.08073717319582724,58,0.2302971767392407,107,0.08004510437871148,15,0.3,14,0.6351648351648352,9,0.06666666666666667,17,0.05027591380294624,58,0.2203051921667396,-0.017900066844769236,0.04665766501021644,525
chemprot,fasttext,cbow,50,60,-0.02203726630251083,20,-0.10379842779929335,55,0.30132044237469735,51,0.28605699746610036,19,-0.0816147511653471,58,0.2567085697657807,107,0.07064475474618831,15,0.3214285714285714,14,0.4065934065934066,9,0.09999999999999999,17,0.11404048740668293,58,0.21378884498284143,-0.014636695738331106,0.058804595154222386,525
chemprot,fasttext,cbow,100,60,-0.018730286869977675,20,-0.06242948918363296,55,0.29930009458099727,51,0.21368276661985122,19,-0.0702062375615889,58,0.29586481069080756,107,0.03856691932133729,15,0.3214285714285714,14,0.4241758241758242,9,0.0,17,0.09932558580582063,58,0.22856581410188323,-0.016667842894416873,0.05811157606166211,525
chemprot,fasttext,skip-gram,20,60,0.12516500305991016,20,-0.1677322420234958,55,-0.3385525660014559,51,0.30257769431343046,19,0.04212374253695334,58,-0.07224199320015098,107,0.027431572937034545,15,-0.6464285714285712,14,-0.4241758241758242,9,0.0,17,-0.27467816321609656,58,0.07395066728393544,-0.013783417645097695,0.06619808370951863,525
chemprot,fasttext,skip-gram,50,60,0.09654156763546357,20,-0.09627680259644603,55,-0.35908074269101564,51,0.3381537702641196,19,-0.030715228933195147,58,-0.05082047827850481,107,-0.0500502452801495,15,-0.3321428571428571,14,-0.46373626373626364,9,-0.16666666666666669,17,-0.20110365521178497,58,0.09363135221308248,-0.008507905471476729,0.045552813426200815,525
chemprot,fasttext,skip-gram,100,60,0.09879253682903655,20,-0.05791651406192455,55,-0.3962046334002546,51,0.31669949545416204,19,-0.05616499004927112,58,-0.11098505950502739,107,-0.07555077663469492,15,-0.36785714285714277,14,-0.5956043956043956,9,-0.03333333333333333,17,-0.3188228680186835,58,0.06144454642594903,-0.01375103032820293,0.03687665071495062,525
chemprot,glove,,20,60,-0.056302019582455155,20,-0.14516736641495373,55,-0.17295620219639596,51,-0.08242243550407734,19,0.4563405441503279,58,0.018084335297354124,107,0.1615311382631382,15,-0.3107142857142856,14,-0.11208791208791209,9,-0.26666666666666666,17,-0.09564686040560505,58,0.14645325741589352,-0.04195677833105702,0.043875909616095304,525
chemprot,glove,,50,60,-0.07078047575346164,20,-0.2030838804768783,55,-0.18652139452552505,51,-0.1321655747786413,19,0.2948661977586734,58,0.024281954599610803,107,0.1378783294380303,15,-0.28928571428571426,14,-0.3450549450549451,9,-0.26666666666666666,17,-0.009809934400574876,58,0.13894958490110165,-0.03334413713663305,0.04464294716185031,525
chemprot,glove,,100,60,-0.08620378319090616,20,-0.21210983072029513,55,-0.1567573422076221,51,-0.13895490225014687,19,0.32733658263090826,58,-0.005212356746513315,107,0.13290369185877537,15,-0.3178571428571428,14,-0.24835164835164836,9,-0.11666666666666665,17,-0.02575107780150905,58,0.11966383010431209,-0.03123010586505508,0.0411043761517078,525
chemprot,word2vec,cbow,20,60,0.1183287262497996,20,0.19104928015232256,55,-0.08647810109819798,51,-0.20816078027636004,19,0.31241775714907055,58,-0.011568889364212478,107,-0.12433163163600006,15,-0.09285714285714285,14,0.2923076923076923,9,-0.6666666666666667,17,0.20232989701185683,58,0.08020372771292865,-0.05368141996774774,0.041900079565991954,525
chemprot,word2vec,cbow,50,60,0.12708249533591678,20,-0.0654381392647719,55,-0.031964788307469086,51,-0.15158305134714717,19,0.2808249502463556,58,0.08940463126793874,107,-0.047555574809370414,15,-0.25357142857142856,14,0.5428571428571429,9,-0.4666666666666666,17,0.06621705720388042,58,0.07207474915523748,-0.04786545635587456,0.04226412242624432,525
chemprot,word2vec,cbow,100,60,0.07050257832215633,20,0.17074089210463472,55,-0.16519950977415457,51,-0.139950670279301,19,0.33347962841754725,58,0.022152516172681585,107,-0.029661582886355738,15,-0.3178571428571428,14,0.0989010989010989,9,-0.5666666666666667,17,0.022072352401293474,58,0.019845239150962646,-0.040916790966900284,0.04310796395066991,525
chemprot,word2vec,skip-gram,20,60,-0.0012783281840044111,20,0.15644980421922475,55,-0.2121365183385082,51,-0.18118451912291134,19,0.36507243532026235,58,-0.053998744587354396,107,-0.08886222063987374,15,-0.2642857142857143,14,-0.05054945054945055,9,-0.7999999999999999,17,0.002452483600143719,58,-0.0976793860697465,-0.04841612051822834,0.0359904184945742,525
chemprot,word2vec,skip-gram,50,60,0.01970292787954625,20,0.05415570146050089,55,-0.17623926736115858,51,-0.08083825909405937,19,0.3589293895336233,58,-0.2135794959546919,107,-0.07851595469917695,15,-0.2071428571428571,14,0.13406593406593406,9,-0.6666666666666667,17,0.06989578260409599,58,-0.17508569201180976,-0.0453235220227695,0.03967988674291799,525
chemprot,word2vec,skip-gram,100,60,0.0010004307526991045,20,-0.036855963493951996,55,-0.20419943772040072,51,-0.20223143428457852,19,0.3343572063870671,58,-0.023773431990194875,107,0.027524694231621585,15,-0.2928571428571428,14,0.03736263736263736,9,-0.5833333333333334,17,-0.039239737602299506,58,-0.04597644957528163,-0.04023536810551516,0.03838495266287421,525
